text,salim
Mookda Meeprom ตลกดี ดิ้นไป,1
Nattapol Kongsuwan กว่าลุงจะตายคนไทยตายก่อนพอดี55,0
สู้ๆคะ นายก,1
สู้ๆครับเป็นกำลังใจให้ครับ,0
ใครเจอนายกถามให้ผมทีนโยบายที่บอกไว้ทำได้บ้างไหมเค้ารออยู่ ไรอกประชาชนหรอคับ,1
Kiettipong Wongkiti ว้ายย ไม่รอดแง้วว,0
ธรเ๊อ๊ย รีบเลิกกดครบก้ะย้านี่ส้ะกอ่นจะ มึงจะไม่เหลืออะไร,1
Naruemol Jaroensombat โหเห็นด้วยสุดๆเพราะคิดเหมือนกันค่ะ และอยากให้กลุ่มคนที่เชียร์เค้ามองทะลุซักทีไม่ใช่เห็นแต่คำพูดที่ดูสวยหรูดูพระเอ๊กแต่ไม่มีความจริงใจเลย,1
"Sett Thanyaw
มันคนละช่วงเวลากันโว้ย..
1) แถลงข่าวที่รพ.พร้อมเดินไปเยี่ยมให้กำลังใจคนเจ็บ,ญาติและบุคลากร มีแต่ปชช.ที่ไปรอไปถ่ายรูป(ไม่มีญาติตายโว้ย) แยกที่ แยกเวลา แยกบริบทออกจากอคติด้วย
1) ให้มินิฮาร์ท(ให้กำลังใจ) - ไปแถลงที่รพ.เยี่ยมคนเจ็บ,ญาติ,บุคลากร
2) โอบกอด (แสดงความเสียใจ) - งานศพ,ญาติ,แขกในงาน
#แค่นี้แยกกันไม่เป็น #เวร เสพแต่สื่อเสี้ยมให้โง่ 😌😌😌😌😌",1
"กรู เสียหน้า จังโว้ย ไอ่บูด
อยู่ไหน....",1
จัดหนักๆๆเลยค่ะคนน่ารักสุดยอด​ค่ะ,1
ใครไปมั่งบอกหน่อย/ผมไป,0
เพราะมีอีกหลายคนที่ได้ประโยชน์จากสิ่งเหล่านั้น เสียใจสุดๆ คิดว่าอย่างน้อยลูกหลานจะได้หลุดพ้นในยุคเรา,0
Skye Line Point ยังไงดีต้องไปแล้วป่ะ,0
ทรงพระเจริญ,1
ดีใจมาก อนาตตใหม่ไปเกิดใหม่,1
เอาจริงๆพรรคอนาคตใหม่คือพรรคที่ทำให้เรามีความหวังในประเทศนี้และศรัทธาในการเมืองไทยมากขึ้น ยังไงก็ยังสนับสนุนเหมือนเดิมนะคะ ขอบคุณที่สู้เพื่อประชาชน เราต้องสู้ไปด้วยกัน คนไทยต้องไม่สิ้นหวัง ✌🏻🧡,0
แม่ค้าตลาดสด ฝากถึงรัฐบาล “เศรษฐกิจแย่ จะตายกันหมดแล้ว” เทียบยุค ‘แม้ว-ปู’ ขายของดี,1
Thanagorn Trakuntaveekrit ใช่คะ ไม่มีกฏ ไม่มีมาตรฐาน มีแต่ตามใจลุง,0
ทรงพระเจริญ,1
Chanaporn Jaisaen เหมือนกันค่ะ,0
ก็จะคอยดูว่ามันจะกู้เงินมาล้างขาดดุลงบประมาณได้อีกซักกี่น้ำ,0
เห็นด้วยอย่างยิ่ง รบ.ควรนำมาปฏิบัติทั่วประเทศ โดยเฉพาะที่กันดาน,1
"Tiprat Tip Nunnum
ดีใจเนาะประเทศไทยจะได้ไม่วุ่นวายตามเชคบิลแต่ล่ะตัว555",1
Chanatmart Janhom “คะ “ไม่มีไม้ตรีค่ะ,1
Suree Yong,1
อยากใส่เดี่ยวกับผกก.ครับ,0
ใจเย็น มีคนเล็งยึดอำนาจอยู่,0
สาธุบุญๆๆนำเธอไปดัสู่สวรรค์ค้าบ,1
สู้ในสภาดีๆไม่ชอบ นี้แหละมาจุดระเบิดเองนะ วันพรุ่งมีเฮ,0
สู้ๆค่ะ✌✌,0
"เสียใจด้วยคุณไม่ได้ไปต่อ
ไชโย 🤹",1
จอน จึกจึก ผมไม่ได้ออกไปใช้ความรุนแรงสักหน่อยถ้าคุณช่วยอะไรไม่ได้ก็ช่วยอยู่เฉยๆเถอะครับ,0
Ameen Ibnu Abdullah แต่พ่อดันโง่ทำผิดกม,0
ไม่ต้องเลือกหรอกยังไงแม่งก้อได้เป็น5555,1
10ปีเลยนะป่านนั้นคงอดตายกันหมด,0
ขออย่าเป็นเช่นนั้นเลย,1
พร้อมบอกเลยจะไม่ทน ข้ามหัวเกินไปละเห็นหัวประชาชนบ้างไหม,0
Paitoon Bumpenklueng แชร์ลิ้งค์หน่อยครับจะเข้าไปกดด้วย,1
"ถ้ามีผู้นำประเทศแบบที่เป็นอยู่ประชาชนอดตาย ทุกวันนี้ก็แย่ลงทุกที บริษัท โรงงาน ห้างร้านทยอยปิดตัวลง
โชว์รุมรถยังย้ายถิ่นถานไปลงทุนประเทศอื่น",0
ทำให้ได้นะ เพราะมันฝั่งลึก จะล้างบางกันแค่4-5เดือน คงไม่รอดแน่ เพราะมันจะกลับมาอีก,1
เอากำลังใจมาส่งค่ะ,1
เหรียญทอง แน่นหนา,1
"Rammakrit Max Preeprem

เปิดตาทุกวัน เเละเปิดใจด้วย ก็ไม่บ้าพอ กับพวกนักการเมือง อย่างพรรค ที่มีเเต่เรื่อง มีเเต่คดี มันไม่สนุกหรอกการเมืองอย่างนี้ มีเเต่ป้ายร้ายฝ่ายตรงข้าม มันน่าเบื่อหน่ายมาก เพราะเห็นนักการเมือง ปี 52-57ก็เเทบจะอ๊วกเเตกเเล้ว มีเเต่ฆ่ากัน เผาบ้าน เผาเมือง คนในกรุงต้องปิดร้านเเถบๆ ยังอยากไปอยู่จุดนั้นอีกเหรอ..???? ที่มีเเต่ควัน ไฟ ทีเสียงปืน มีคนตาย มีคนเจ็บ อยากไปอยู่เเบบเดิมงั่นเหรอ ...ทุกอย่างที่เกิดขึ้นเพราะนักการเมืองที่ทำให้เกิด เอาพี่น้องประชาชน มาตาย...เเละพรรคอนาคตใหม่ ก็เอาประชาขนมาเป็นโล่เพื่อที่อยากเเก้รัฐธรรมนูญทุกมาตรา เเละตอนนี้ก็โหนคนตายที่โคราช นี้คือ นักการน้ำเน่า",1
Walanrat Sittisawat มาไม่ชวนอ่ะ,1
Ampun Ampaipitakwong ควยเอ้ยตัยๆๆเขาก๊รักชาติทั้งนั้นละอย่ามาแบ่งแยกเลยว่าชาติเปนของคนดัยคนหนึ่งสมองมึงคืดได้แค่นี้จิงๆๆเนาะควยเอ้ย,1
Surakeatp Pimprapaiporn ผนง.และผนก.,0
ยุบพรรคนี้ด้วยสิท่านศาลที่เคารพ,0
มันมีอาชีพอะไรถึงมีเงินมาก,1
สู้กันทางกฏหมายด้วยข้อเท็จจริง ไม่ใช่มาสร้างกระแสต่อต้านศาล แต่ละคนจบสูงๆมาทั้งนั้น แต่มาดูถูกคนไทย ผิดวิสัยปัญญาชน,0
Chetsada Chanpaiboon ลุยเลยครับ เอามันให้ตายไปเลย โดยเฉพาะพวกที่ด่าทูลกระหม่อมหญิงอุบลรัตน์,1
สู้ค่ะ,0
เหมือนมากค่ะถ่ายทอดความเป็นบิ๊กแป๊ะได้เป๊ะมากค่ะ,1
Santibharb JooJhome Markhai ก็เอาสิครับ อยากรู้ว่ามันจะกล้าไหม ปิดประเทศแบบพม่าไปเลย,0
ขอเปนกำลังให้ครอบครัวผัุวายชนสุ้่สัุต่อไปคร้บ,1
กำลังใจมันก็ดีหลอก แต่ต้องทำไรมากกว่านี้แล้วละถ้าอยากหลุดจากระบอบประยุทธ์ชาติชั่วนี้อะ,0
ดีจัง ทำคลิปการทำงานแบบนี้ ควรสร้างภาพลักษณ์ให้ท่านนายก แบบนี้บ้าง จะดีมาก,1
หนุ่มเหนือ มะเขือหวาน ที่บ้านก็ไม่มีสักรูป เห็นแล้วจะอ้วก เกลียด​อีจัสมาก,0
ประยุทธ. เชิญยิ้ม,1
"555 หน้าเสียเบย นั่งฟังศาล..หลังได้ยินคำว่า ""ยุบพรรค"" 😆🤣🤣🤣",1
Nattapol Kongsuwan ถ้าตั้งต้องใช้นอมินี เหมือนทักษิณให้ยิ่งลักษณ์ตั้งครับ,0
กลิ่นน้อย บุษกร อิจ..เลยค่ะ พี่สาวทั้ง 2,1
Pinpong Srivivatanakul วันนี้วันดี ทำอะไรก็มีความสุข,1
ไม่มีอะไรทำลายอนาคตใหม่ได้จริงๆครับ เพราะอนาคตใหม่ทำลายตัวเองมาโดยตลอดตั่งแต่เริ่มตั้งพรรค ส่วนใหญ่จะมาจากปากพาจนครับ,1
Tacha Swan,0
Pat Taniris จะเป็นเช่นนั้น เพราะท่านนายกดำเนินรอยตามพระยุคลบาทของศาสตร์พระราชา ในหลวง ร 9 ของชาวไทย,1
มันก็โกงเรื่อยๆแหละตั้งพรรคใหม่ก็หาเรื่องยุบอีก,0
ควรออก รัฐธรรมนูญ รองรับการทำรัฐประหารทุก 5ปี.,0
สื่อตกแต่งห้องเรียน บ้านสื่อปฐมวัย ครูหน่อย มึงจะรออีก10ปี คิดว่าคงต้องขุ้ยขี้กินกันในบ่อส้วมแล้วละ,0
กรรมเป็นลูกโซ่,1
การตลาดแบบผู้สร้างหนัง โรคอังคาร ฯ ไงครับ ......แต่คนล่ะค่าย โรง มงกุฏฯ คนแห่มากันตรึม 5555555 ......สนับสนุนคุณหมอ ด้านความชัดเจนเรื่องสถาบันครับ,1
ไม่ชอบให้เอาคำพูดของฝ่ายตรงข้ามมาขยายความสร้างความเกลียดชังครับ เจอฟีดขึ้นมาแบบนี้ผมแทบเลื่อนหนี ขนาดว่าผมสมัครเป็นสมาชิกพรรคเลยนะ ถ้าคนทั่วไปเห็นไม่เป็นผลดีต่อภาพลักษณ์พรรคแน่ๆ เราควรทำการเมืองแบบใหม่ ตรวจสอบรัฐบาล หาข้อมูลมาอภิปรายด้วยข้อเท็จจริง ไม่ใช่ไปตัดเอาบางคำมาโจมตีเขา,0
อธิบายให้หน่อยครับเงินกู้กับบริจาคต่างกันไหม?,1
เห็นด้วยทำพีธีแบบไหนก็ได้ให้ไปอยู่บนดาวอังคารโน่น,1
ไปเลยครับ ลงถนนกันเยอะๆให้พวกสบิ่ม ทหารมันสะเทือน อย่าไปยอม,0
ขอให้เป็นเพียงฝันร้ายค่ะ,1
Nueng Anantakarn มึงมาหาพ่อมึงอะไรแถวนี้...ไอ้หน้าโง่,0
สู้กันต่อไปค่ะ อีก10ปี ก็รอนะคะ ❤️❤️❤️,0
"Chuchart Srisaeng ดิฉันเห็นด้วยกับท่านทั้งสองค่ะ

ขอเป็นอีกหนึ่งกำลังใจนะคะ",1
Kanyawee Jampathong พี่ใช้ xiomi รุ่นzoom พระจันทร์ใช่ไหมครับ 🥇,0
Siripan Wandee พวกเขาจะรู้มั้ยน้ออออออ,1
Chanachol Yuenyongkun ขนดำอ้..ตูบ..อยู่ในประเทศแท้ๆ มันยังไม่สามารถ ใช้เซล สมองที่มี 84000 เซลสมอง อันน้อยนิด บริหารประเทศแบบ. หัวหน้ายาม.บริหาร แบบ ไม่บริหาร เค้าเรียกว่า บริหารแบบ โง่ไ,0
Totsapon Kammala เยาวชนรุ่นพวกน้องๆก็จะต้องไปสู้กับเยาวชนพวกเผด็จการที่มันปั้นมาแทนที่อีกต่อไปเรื่อยๆละครับ ขนาดรุ่นเจนxอย่างผม ยังมีเพื่อนละคนรู้จักรุ่นๆกันชอบเผด็จการอยู่เยอะแยะ ยากครับ ทางที่ดีฝึกภาษาให้เก่งหางานที่เน้นพวกช่างพวกงานฝีมือละย้ายประเทศไปครับ ผมมีลูกตอนนี้ก็ปูพื้นฐานเรื่องภาษาให้เขาอยู่ หมดสิ้นความหวังครับกับที่นี่,0
"🚩ตึกอับดุลราฮิม
อนุเคราะห์ที่จอดรถฟรี❤️❤️❤️
ถ้าอาบน้ำคิดเพียง 20บาท เท่านั้น #เดินเชียร์ลุง ขอกราบขอบพระคุณแทนผู้ร่วมกิจกจกรรมทุกท่านค่ะ
#จอดฟรี #จอดรถฟรีที่นิ่ #เดินเชียร์ลุง",1
เจณิสรา กาบแก้ว ไม่ผิดหรอกหนู แต่อยากรู้สาเหตุว่าที่บอกไม่รักนั่นคือหนูไม่ชอบด้วยใช่หรือไม่ เพราะอะไร? ท่านทำอะไรให้ประเทศนี้มาตั้งมากมายหลายโครงการ หนูอาจจะโตไม่ทันที่ท่านทำอะไรไว้บ้าง แต่พ่อและแม่หนูไม่บอกมั่งเลยเหรอว่าในหลวงทำอะไรให้ประชาชนของท่านบ้าง อย่างที่เห็นๆเช่นฝนหลวง ต่างชาติยังยอมรับ แล้วมีเหตุผลอะไรที่คนไทยจะไม่รัก,1
สิทธิศักดิ์ เหมมินทร์ แล้วคนที่อยากให้ลุงอยู่...ถามใครแล้วบ้างครับ,1
ประวัติศาสตร์บอกไว้ ตัดศีรษะพระเจ้าตากผู้ทรงกอบกู้กรุงศรีอยุธยาแล้วปราบดาภิเษกตัวเองขึ้นเป็นกษัตริย์ คนดีไหม คงมันมือมากสินะ,1
ผมไม่อยากอ่านครับมันคลุมเคลือ.แค่อยากรู้ว่ามันผิดข้อไหนให้กู้ดอก7.5 2.0ให้ส่งคืนภายใน3เดือนหนะครับ,1
เป็น1เสียงอดีตนกหวีด ที่ตาสว่าง ขอเป็นกำลังใจให้ต่อสู้กับความอยุติธรรม,0
คุณหมอครับ คนที่เข้ามาด่าคุณหมอ มันจัดรายการ วิเคราะห์บอล ทางยูทูบครับ,1
อนาคตใหม่ \7,0
เป็นกำลังใจให้ค่ะ,0
ขอบคุณที่สู้ให้กับหนึ่งเสียงของเราที่เลือกพวกคุณ สัญญาว่าอุดมการณ์ที่พวกคุณมอบและเสียสละให้ มันจะไม่มีทางสูญเปล่า,0
ชาวใต้ส่งกำลังใจ,1
สะใจ,1
คนง่าวมันตายไม่เสี้ยงค่ะ,0
ถูกเลย,1
เชียร์ลุง เจริญรอกินหญ้าต่อไปโรงงานปิดเอาทุกวันๆเศรษฐกิจดีๆหลับหูหลับตาเชียร์ไปยาวๆตะ,1
ทุกวันนี้คนไทยขาดจริยธรรม​กันเยอะ ฉะนั้นควรเน้นเรื่องนี้ในบทเรียน โตไปจะได้ไม่โกง #ไม่ได้เจาะจงว่าใครนะอิอิ,1
ต้อง หมวก3 เกราะ3 ครับยุคนี้,0
อยากไปแต่บางแคเลยหรอ บ้านอยู่มีน ข้ามจังหวัดเลย,0
ทุกครั้งที่เจ้าของบ้านปิดประตู เราก็ลืมไปว่ามันก็ลดทางออก ลดโอกาสของเขาเหมือนกัน มีแค่คนโง่เท่านั้นที่ล๊อคประตูและขังตัวเองอยู่กับผู้คนที่เขาทำให้บ้าคลั่ง,0
Anawat Sivakul ผมว่าเขาเตรียมตั้งพรรคใหม่ใว้แล้วล่ะครับ,0
ทรงพระเจริญ,1
💕กำลังใจให้คุณหมอค่ะ,1
วิธีคิด การกระทำ คือผลกรรมทำให้มีวันนี้,1
อย่างน้อย10ปี​ ไม่สายกูคงได้เห็น​ คุณเอก​ เป็นนายกสักวัน​ แต่บักหมา​ มันจะอยู่ถึงไหม,0
เขาไม่ให้ราคามึงหลอก,1
Bua Buathip เช่นกัน ครับ,0
Ploy Chayaporn Thaluechai ล้อเล่นน่าาาคุณ,1
"หมู่เคลิ้ม โครตฟินอ่ะ
บริหารโครตเก่ง
GM อดีตขายแค่รถ ตอนนี้ขายบริษัท",1
Virachada Arunyanart ก้อทะแม่งทะแม่ง นกม.มันไว้ใจไม่ได้,1
+1,0
อย่าช้าเงินมึงจะได้หมดเร็วๆ,1
เซียงกง ยังพอหาอะไหล่มาใช้กับรถให้มันวิ่งไปได้...แต่...รัฐบาลขยะเปียกนี้ รอฝังกลบอย่างเดียว,0
Kraivich Charoenvanich เราจะปฏิวัติโดยประชาชน,0
โครงการมารดาประชารัฐ ที่หาเสียงไว้ จะเริ่มเมื่อไหร่ครับ 🤔,1
ประชาชนแช่งให้ตายแทบทุกวัน,0
การณ์ เจ็ดเมฑาวุธ +1,0
Patarapan Duangpool อยากได้😍😍😍,0
ถึงแพ้ยังไงก็สู้ต่อไปนะครับ จะอยู่เคียงข้างเสมอ,0
Papakay Pon Pon ควายส้มเอ้ย..สมองกลวง,1
Kunnatam Raaktan กลับไปหาพ่อเทือกของคุณเถอะ,0
สส ก็ไม่ลง ดีเบตแสดงวิสัยทัศน์ก็ไม่ต้องดีเบต เสือกได้เป็นนายก ยังมีหน้ามาบอกให้คนอื่นเคารพศาล สุดยอดจิงคับท่าน,0
ท. แทน สุดยอดเลยพี.. ว่าแต่พีดืมน้ำอะรัยคับ..ฉลาม.เอ้มร้อย.กระทิงแดง.สเปอเซอร์.. ดีคับ..พวกเราจะซื้อฝากคับผม,0
Sukanya Noonoi เอาจริงๆครับ อะไรๆๆๆ มันก็โทษลุง คือ อะไร คนพวกนี้ ปากบอกประชาธิปไตย แต่สำรอกคำพูดแต่ละคำ คือ ต่ำ สถุน มากกก,1
"จัดไปทุกข้อ ถอดถอน,ยุบพรรค,ตัดสิทธิ์,ติดตะราง..",1
"พรรคอนาคตใหม่ ยังไม่ได้รับ ความเป็นธรรม
ประเทศไทย ถูกปล้นชาติ,ต่อไปก็ ไม่อยากคิด ว่าอะไรมันจะตามมา....",0
เฉาะรอไว้ล้างหน้าน้องช่อว์คะ🤣🤣🤣🤣,1
Weera Benjapokkasub ผอ.เราชัดเจนอ่านและเข้าใจทุกคำพูดทุกมุมมองกระจ่างแจ้งจ๊ะ,1
Vanit Buranatavonsom พูดตามคนอื่นเค้านี้ใครเหรอ. ทำไมพูดถึงตัวเองละ. 55555. โกงแสนล้าน จำนำข้าว โน้นนี้นั้นข่าวเน่าข้าวหาย เหรอะ อับแพทบ้าง. รู้ไปว่า. คุณติดบั๊คแล้ว,1
มันตัดสิทธิ์แกนนำ 10 ปีด้วยอะดิ ลงยังไงล่ะทีนี้,0
Pongsatorn Phukrailas ติดตามช่องทางไหนมาครับ อยากทราบ,1
"ล่าสุดเห็นข่าวแชร์เรื่องมิบังควรจากสุนัขรับใช้ต่างชาติ โมโหมากแต่ต้องอดทนรอให้ทางการจัดการ
คาดว่าเป็นแผนร้ายขอพวกมันที่จ้องกระจายข่าวเท็จเพื่อสร้างกระแสให้ลูกสมุนมัน",1
แอบ ปิด บัง ไม่แจ้งต่อสาธาราณะคือ ไปอยู่คนเดียวในป่าดีกว่า ห่างไกลสังคม,0
สกาวรัตน์ สระทอง ผมว่า 10 ปี คงตายทั้งประเทศล่ะ 😂,0
เห็นด้วย ต้องจัดการให้หมดทุกตัว พวกนี้ แย่ๆๆ,1
"เราเชือ.หมั่นในค
ตัวพวกคุน..พวกคุนจะทำงานเพือ..สังคมได้ด ีแหละ จะยิ่งใหญ่กว่าอยูในพรรคการเมืองอีก..เราเชือหมั่นคุน.....เดินต่อไป..สุ้ๆ",0
Aif Phonchita อยากได้ค่าแรงเยอะต้องไปทดสอบฝือมือก่อน..400บาทอยากได้ไม่ใช่ขึ้น400แต่ผลงานแย่างกะ100บาทใครจะจ้างละจริงมะ,1
คงเอาไปปลุกระดมอีก ไอ้พรรคเฮงซวย นี้ และ คงเป็นพวกเดียวกันที่ลงซื่อ,1
Nutchapol Preechar รู้แบบนี้อีก3ปี242 เล่นให้พวกมันสูญพันธุ์เลยครับให้พวกมันไปเห่าข้างๆสภา,0
สมชาย คงดี คงดี 🤣🤣🤣,1
เรียนคุณหมอครับ สาระอย่างเดียวที่ นายสุรชาติ เขียนข้อความคือ ยอมรับว่าตัวเองคือ”ควายแดง “,1
เนวัน ดาดา แม่ง โง่ ตลอดการ สัส โง่ แล้ว โง่ อีก ถามจริงๆ มึงจะโง่ไปถึงใหน ถึงว่า ประเทศนี้ถึงไม่เจริณ เพราะมีคนอย่างมีง เน ดา ดา,0
Vanit Buranatavonsom แสดงว่าไม่เข้าใจ. คนปลอมอีกคน แต่ อีกคนแสดงต้นปกป้องคนปลอม,1
Udomchai Panyapatep ฝากบอกนายกด้วยนะครับ ถวายสัตย์ไม่ครบ โต๊ะจีน เหมืองทอง ค่าโง่ทางด่วน ธุรกิจในค่าย บ้านพักหลวง ฯ,0
ค_ย ชิบหายเลยธนาธร,1
Diinn River คนชั่วแม่งก็แพ้ได้ทุกวันจ-ศล่ะครับ,1
อย่าเอาชีวิตไปเสี่ยงกันเลย มันไม่คุ้มเสียหรอก แค่พวกคุนคิดจะทำมันก็เตรียมการหันกระบอกปืนรอแล้ว เพราะนี้มันก็เป้นแผนกับดักที่เขารอไว้ เพราะมันบริหารประเทสไปต่อไม่ได้ เงินทุนไม่รู้หรือเท่าไหร่ ให้มันบริหารไปมันอยากได้อะไรให้มันเอาให้อิ่มเดียวมันก็ท้องแตกตายกันไปเอง เพราะผมเห้นตอนนี้พวกมัน บ้า.กันไปแล้วสมองเลอะเลือนอีกไม่นานคงเส้นเลือดในสมองแตกแน่ๆ และอีกอย่าง ต้องดูด้วยว่าใครมันคุมกำลังหลักด้วย เขาว่าไอ้นี้มัน โหดชั่วด้วย🥶,0
ตายๆไปเหอะคับภาระประเทศฉิบหาย,1
แม้แต่พญาควาย ก็ไม่เข้าใจ,1
Okasaki E.Shinrey...เสียเวลาครับ...,0
เป็นกำลังใจให้ สู้ๆ ขอให้ผ่านไปด้วยดี,0
和雨大风 เออออว่ะใช่555,0
ผมเจอแบบจ่าแต่เป็น​ ธกส​ แถวบ้าน​ ที่ดินประเมิลได้หมื่นกว่าๆแต่กู้ได้ห้าแสน​ หลอกผมไปค้ำ​ และยังเก็บค่าหัวคิว​จากลูกค้าที่เป็นชาวบ้านธรรมดา​ เจ้าหน้าที่​ ธกส​ ซื่ิ​อ​ ประจวบ​ นายหน้า​ ซื่อ​ ชานน โกงเยอะครับ​ แต่พูดไม่ได้​ ธกส​ อำเภอประจักรศิลปาคม​ จังหวัด​ อุดรธานี​ เดือดร้อนครับ​ ลงพื้นที่หน่อยครับ​ กู้มาแสน​ เจ้าหน้ากินไป10%ครับเป็นทั้ง​ อำเภอครับ​ มาปรามให้หน่อยครับ​,1
มันพูดไม่ออกจุกไปหมด พวกคุณคือความหวังขอบคุณที่ต่อสู้เพื่อประชาชน จะรอคุณกลับมาอีกครั้ง สู้ๆ นะคะ,0
E ห่าส์,1
เอาใส่หาบ เดินไปถวายฏีกาเหมือนเสื้อแดงทำเพื่อกดดันสถาบันมั้ง,1
ครับอาจารย์หมอผมก็จะไปเช่นกันครับ,1
เขาไปฆ่าใครตายหรือ,0
ธีรวัฒน์ ศรีนาราง พักก่อน 555,0
ลุกขึ้นมาทั่วบ้านทั่วเมืองชน่ะแน่นอน.ทหารยศชั้นประทวนจ่าลงมาส่วนมากน่าจ่ะอยู่ฝ่ายประชาธิปไตย,0
สส.พรรคนี้ โหวตสนับสนุนการรัฐประหาร เผด็จการ,1
Dutduean Thavisri 10ปีป้าก็คงตายไปละพวกสัสมันทำไม่ไมเป็นไรบา้งเวรแท้ๆๆ,0
ทุกข้อเหมาะที่สุด,1
สมควรอย่างยิ่ง,1
คงอยากนอนคุกตอนแก่,1
ผมว่าแล้ว แต่ถ้าตั้งพรรคใหม่ ผมก็มีให้ 1 เสียง,0
Booncheep Rurngsung บล๊อคละค่ะ บล๊อคสถานเดียว เสียเวลา,1
Phop Kaewmee ดีกว่าปีศาจนะ,0
ส่งกำลังใจไปจากภาคใต้ครับ,0
หมากเกมนี้ใครกะรู้,0
แต่งตั้งเข้าไปเลย เสียเวลาคนอื่นเขา,1
ฟาดอีกแม่ฟาดอีก ชั้นชอบนางลุคนี้ไม่เสียดายคะแนนที่เลือกพรรคนี้ไป ฟาดหนักๆเลยแม่,0
💜ทรงระเจริญยิ่งยืนนาน,1
"เนวัน ดาดา ทรงเกียติพ่อมันดิตั้งแต่มีศาลห่านี่ประเทศมีแต่ฉิบหาย. เพราะไอ้ตู่กับพวกมันสร้างมากับมือมัรแดกกล้วยเยอะ
พวกโจร500",0
ช่างเถอะครับ ทหารของพระราชาด้วยกัน,1
Nattapol Kongsuwan จริง👍🏻👍🏻,0
รอดหรือไม่รอดก็ตาม ผมเตรียมสมัครสมาชิกแล้ว,0
Pook Sukonta Berthebaud แบบนี้กู้บ้าน จากธนาคาร แสดงว่า ธนาคารบริจาคให้เราหรอ 555,0
"นี้โพสในเพจ #เชียร์ลุง2 ครับ...>>>

คณะผู้แทนสภาธุรกิจสหภาพยุโรป-อาเซียน (EU-ASEAN Business Council: EU-ABC) เข้าเยี่ยมคารวะ ""ลุงตู่"" พล.อ.ประยุทธ์ นายกฯ

วันนี้...นายกรัฐมนตรี กล่าวต้อนรับและยินดีที่ได้พบกับนายปีร์กะ ตาปีโอละ (H.E. Mr. Pirkka Tapiola) เอกอัครราชทูตสหภาพยุโรปประจำประเทศไทย และคณะผู้แทนสภาธุรกิจสหภาพยุโรป-อาเซียน (EU-ABC)

พร้อมขอบคุณ ที่ให้ความสนใจในศักยภาพทางเศรษฐกิจของไทย ทั้งนี้ ขอให้เชื่อมั่นการบริหารประเทศของรัฐบาล ซึ่งได้เดินหน้าปฏิรูปประเทศในทุกๆ ด้านอย่างเต็มที่ ยึดหลักธรรมาภิบาล และความโปร่งใส ในการบริหารประเทศเพื่อเสริมสร้างประชาธิปไตยที่เข้มแข็ง สังคมที่ปรองดอง และบ้านเมืองที่มีเสถียรภาพ

ระหว่างการหารือ นายกฯ เปิดโอกาสให้ผู้แทนภาคเอกชนสหภาพยุโรป แลกเปลี่ยนความคิดเห็น ซึ่งผู้แทนภาคเอกชนยุโรป แสดงความขอบคุณที่นายกฯ ได้แสดงวิสัยทัศน์และแนวนโยบายเศรษฐกิจไทย ทั้งนี้ นักธุรกิจยุโรปเชื่อมั่น และประสงค์จะเสริมสร้างความร่วมมือระหว่างกันให้แน่นแฟ้นมากยิ่งขึ้น

นายกฯ ยืนยันว่ารัฐบาลไทย พร้อมอำนวยความสะดวกแก่นักลงทุนอย่างเต็มที่ ภายใต้กรอบกฎหมาย และระเบียบที่เกี่ยวข้อง ตลอดจนขอให้ EU-ABC เป็นสื่อกลางส่งต่อข้อมูล ด้านศักยภาพทางเศรษฐกิจ และแผนการลงทุนของไทยให้กับภาคเอกชนยุโรป

ทั้งนี้คณะผู้แทน EU-ABC ที่เข้าเยี่ยมคารวะ ประกอบด้วย ผู้แทนจากบริษัทข้ามชาติ ของยุโรป 20 แห่ง ซึ่งมีสำนักใหญ่ตั้งอยู่ที่....

เบลเยียม ฝรั่งเศส เยอรมนี เนเธอร์แลนด์ สวิตเซอร์แลนด์ และสหราชอาณาจักร ในสาขาสินค้าอุปโภคบริโภค ยาและเวชภัณฑ์ เคมีภัณฑ์ การเงินการธนาคาร ยานยนต์ การประกันภัย โลจิสติกส์ อิเล็กทรอนิกส์และซอฟต์แวร์ TV ออนไลน์ และบริษัทให้คำปรึกษาทางธุรกิจ..!!

#โฆษกบอกต่อ #อาจารย์แหม่ม",1
Satit Wanasopa,1
เห็นแบบนี้แล้วชื่นใจแทนชาวบ้านที่นั่นเลยครับ ที่มีการดูแลดีแบบนี้,1
นครินทร์ มณีใส คุณไม่เห็นหรือพวกนี้มีแต่คนสาปแช่ง แต่ละคนบุคคลิกน่าสงสาร เป็นคนแก่ที่ด้อยคุณภาพ เด็กๆทนหน่อยนะ สติ สติ ทุกอย่างไม่ได้ราบรื่น สู้ สู้ พวกคุณคืออนาคตของชาติ ไม่ใช่พวกชังชาติ วันหนึ่งต้องมีชัยจ๊ะ,0
ถึงสิ้นเดือน หรือเปล่าครับสนใจ แต่หาวันหยุดไม่ได้เลย,0
ทอมมี่ ผู้ชายหัวใจพันธ์สิงห์ ยินดีต้อนรับครับ 🙏🙏,0
ถรุย,1
ถ้าศาล รธน ทำผิดเช่นนี้ เราจะไปร้องกับใครครับ?,0
ผมเชียร์เสมอครับ แต่รัฐบาลคงมีวิธีแบบศรีธนนชัยไม่รู้จะสรรหาอะไรมา,0
"กราบหัวใจคุณหมอจริงๆค่ะ
จะตามคุณหมอไปทุกที่
ตราบที่มีลมหายใจค่ะ",1
